,n_days,mean_share_pre,mean_share_post,naive_diff,naive_p,dose_coef,dose_p,holiday_did,holiday_p,holiday_n_post,weekend_did,weekend_p,supwald_date,supwald_days_off,supwald_p,dose_p_one_sided
BTC,1449,0.3790466511315753,0.3978434412582362,0.018796790126658493,0.03706076997294856,0.0031231414555593267,0.6295758978762503,-0.04485725055504025,0.10897820435912818,20,-0.06663680270276913,0.0001999600079984003,2023-01-18,-358,0.012468827930174564,0.3147879489381252
