date,net_flow_usd_m,abs_flow_usd_m,is_inflow,cumulative_flow_usd_m
2026-04-22,335.8,335.8,True,58349.39999999992
2026-04-23,223.3,223.3,True,58572.699999999924
2026-04-24,14.4,14.4,True,58587.099999999926
2026-04-27,-263.2,263.2,False,58323.89999999993
2026-04-28,-89.7,89.7,False,58234.19999999993
2026-04-29,-137.6,137.6,False,58096.59999999993
2026-04-30,23.5,23.5,True,58120.09999999993
2026-05-01,629.8,629.8,True,58749.899999999936
2026-05-04,532.3,532.3,True,59282.19999999994
2026-05-05,467.3,467.3,True,59749.49999999994
2026-05-06,46.2,46.2,True,59795.69999999994
2026-05-07,-268.5,268.5,False,59527.19999999994
2026-05-08,-145.7,145.7,False,59381.49999999994
2026-05-11,27.2,27.2,True,59408.69999999994
2026-05-12,-233.2,233.2,False,59175.49999999994
2026-05-13,-630.4,630.4,False,58545.09999999994
2026-05-14,131.3,131.3,True,58676.39999999994
2026-05-15,-290.4,290.4,False,58385.99999999994
2026-05-18,-648.6,648.6,False,57737.39999999994
2026-05-19,-331.1,331.1,False,57406.299999999945
2026-05-20,-70.5,70.5,False,57335.799999999945
2026-05-21,-100.9,100.9,False,57234.89999999994
2026-05-22,-105.2,105.2,False,57129.699999999946
2026-05-26,-333.6,333.6,False,56796.09999999995
2026-05-27,-733.4,733.4,False,56062.699999999946
2026-05-28,-223.3,223.3,False,55839.39999999994
2026-05-29,-125.3,125.3,False,55714.09999999994
2026-06-01,-483.8,483.8,False,55230.29999999994
2026-06-02,-519.1,519.1,False,54711.19999999994
2026-06-03,-396.6,396.6,False,54314.59999999994
2026-06-04,3.2,3.2,True,54317.79999999994
2026-06-05,-325.7,325.7,False,53992.09999999994
2026-06-08,-91.4,91.4,False,53900.69999999994
2026-06-09,-77.4,77.4,False,53823.29999999994
2026-06-10,-213.9,213.9,False,53609.399999999936
2026-06-11,-22.5,22.5,False,53586.899999999936
2026-06-12,85.9,85.9,True,53672.79999999994
2026-06-15,-64.8,64.8,False,53607.999999999935
2026-06-16,10.2,10.2,True,53618.19999999993
2026-06-17,-82.2,82.2,False,53535.999999999935
2026-06-18,-90.7,90.7,False,53445.29999999994
2026-06-22,-68.3,68.3,False,53376.999999999935
2026-06-23,-113.8,113.8,False,53263.19999999993
2026-06-24,-469.0,469.0,False,52794.19999999993
2026-06-25,-691.7,691.7,False,52102.499999999935
2026-06-26,-444.5,444.5,False,51657.999999999935
2026-06-29,-231.0,231.0,False,51426.999999999935
2026-06-30,-222.6,222.6,False,51204.399999999936
2026-07-01,-296.0,296.0,False,50908.399999999936
2026-07-02,223.5,223.5,True,51131.899999999936
2026-07-06,265.7,265.7,True,51397.59999999993
2026-07-07,21.5,21.5,True,51419.09999999993
2026-07-08,-84.9,84.9,False,51334.19999999993
2026-07-09,-95.3,95.3,False,51238.89999999993
2026-07-10,90.4,90.4,True,51329.29999999993
2026-07-13,-424.7,424.7,False,50904.59999999993
2026-07-14,181.1,181.1,True,51085.69999999993
2026-07-15,107.7,107.7,True,51193.39999999993
2026-07-16,79.1,79.1,True,51272.49999999993
2026-07-17,132.3,132.3,True,51404.79999999993
2026-07-20,226.8,226.8,True,51631.59999999993
2026-07-21,203.2,203.2,True,51834.79999999993
2026-07-22,69.1,69.1,True,51903.89999999993
2026-07-23,-225.1,225.1,False,51678.79999999993
2026-07-24,-240.1,240.1,False,51438.69999999993
2026-07-27,-11.6,11.6,False,51427.09999999993
2026-07-28,-49.7,49.7,False,51377.399999999936
2026-07-29,32.1,32.1,True,51409.499999999935
2026-07-30,233.1,233.1,True,51642.59999999993
2026-07-31,-265.4,265.4,False,51377.19999999993
2026-08-03,170.1,170.1,True,51547.29999999993
2026-08-04,211.5,211.5,True,51758.79999999993
2026-08-05,244.4,244.4,True,52003.19999999993
2026-08-06,137.6,137.6,True,52140.79999999993
2026-08-07,101.7,101.7,True,52242.49999999993
2026-08-10,-144.6,144.6,False,52097.89999999993
2026-08-11,7.8,7.8,True,52105.69999999993
2026-08-12,-61.1,61.1,False,52044.59999999993
2026-08-13,-131.1,131.1,False,51913.499999999935
2026-08-14,-56.2,56.2,False,51857.29999999994
2026-08-17,297.5,297.5,True,52154.79999999994
2026-08-18,189.3,189.3,True,52344.09999999994
2026-08-19,517.2,517.2,True,52861.29999999994
2026-08-20,606.3,606.3,True,53467.59999999994
2026-08-21,307.5,307.5,True,53775.09999999994
2026-08-24,337.6,337.6,True,54112.69999999994
2026-08-25,314.3,314.3,True,54426.99999999994
2026-08-26,232.2,232.2,True,54659.19999999994
2026-08-27,242.3,242.3,True,54901.49999999994
2026-08-28,-201.9,201.9,False,54699.59999999994
2026-08-31,216.7,216.7,True,54916.29999999994
2026-09-01,-236.5,236.5,False,54679.79999999994
2026-09-02,0.0,0.0,False,54679.79999999994
